filename,img_array,label,size,shape,img_dimensions,mode
r6054.jpg,"[[[195 209 220]
  [189 203 214]
  [186 200 211]
  ...
  [198 206 219]
  [198 206 219]
  [207 213 227]]

 [[190 204 215]
  [185 199 210]
  [182 196 207]
  ...
  [190 198 211]
  [190 198 211]
  [205 211 225]]

 [[188 202 213]
  [182 196 207]
  [179 193 204]
  ...
  [190 198 211]
  [190 198 211]
  [203 209 223]]

 ...

 [[138 143 147]
  [126 131 135]
  [130 135 139]
  ...
  [117 118 120]
  [ 84  85  87]
  [100 101 103]]

 [[125 130 134]
  [120 125 129]
  [129 134 138]
  ...
  [115 116 118]
  [ 85  86  88]
  [ 91  92  94]]

 [[119 124 128]
  [109 114 118]
  [125 130 134]
  ...
  [110 111 113]
  [ 93  94  96]
  [109 110 112]]]",1,317520,"(240, 441, 3)",3,RGB
r5520.jpg,"[[[174 197 231]
  [174 197 231]
  [175 198 232]
  ...
  [153 179 216]
  [153 179 216]
  [152 178 213]]

 [[174 197 231]
  [174 197 231]
  [175 198 232]
  ...
  [153 179 216]
  [153 179 216]
  [153 179 214]]

 [[174 197 231]
  [175 198 232]
  [175 198 232]
  ...
  [154 180 217]
  [153 179 216]
  [153 179 214]]

 ...

 [[185 202 232]
  [188 205 235]
  [191 208 238]
  ...
  [168 185 215]
  [170 187 217]
  [172 189 219]]

 [[186 203 233]
  [189 206 236]
  [191 208 238]
  ...
  [176 193 223]
  [175 192 222]
  [175 192 222]]

 [[184 201 231]
  [186 203 233]
  [188 205 235]
  ...
  [174 191 221]
  [172 189 219]
  [170 187 217]]]",1,313200,"(261, 400, 3)",3,RGB
r5952.jpg,"[[[ 28  32  31]
  [ 37  41  40]
  [ 24  28  27]
  ...
  [ 95 107 121]
  [116 127 145]
  [ 71  84 101]]

 [[  3   7   6]
  [  6  10   9]
  [ 30  34  33]
  ...
  [ 96 105 120]
  [ 96 107 125]
  [ 62  75  92]]

 [[ 19  23  22]
  [  4   8   7]
  [ 44  48  47]
  ...
  [ 44  53  68]
  [ 68  79  97]
  [103 114 132]]

 ...

 [[ 62  67  70]
  [ 60  65  68]
  [183 188 191]
  ...
  [ 62  63  65]
  [ 22  23  27]
  [  1   2   4]]

 [[ 59  67  70]
  [138 146 149]
  [193 201 204]
  ...
  [ 31  35  38]
  [ 42  45  50]
  [ 41  45  48]]

 [[ 48  56  59]
  [ 92 100 103]
  [111 119 122]
  ...
  [126 129 134]
  [ 58  61  66]
  [ 41  44  49]]]",1,319200,"(266, 400, 3)",3,RGB
r5287.jpg,"[[[251 251 251]
  [251 251 251]
  [251 251 251]
  ...
  [246 251 254]
  [246 251 254]
  [246 251 255]]

 [[251 251 251]
  [251 251 251]
  [251 251 251]
  ...
  [246 251 254]
  [246 251 254]
  [247 252 255]]

 [[251 251 251]
  [251 251 251]
  [251 251 251]
  ...
  [246 252 252]
  [247 252 255]
  [247 252 255]]

 ...

 [[102 122 157]
  [106 126 161]
  [109 129 162]
  ...
  [ 32  58  91]
  [ 53  79 114]
  [ 65  93 130]]

 [[104 129 160]
  [101 126 157]
  [104 129 160]
  ...
  [ 33  57  83]
  [ 42  69  98]
  [ 60  92 131]]

 [[104 129 160]
  [101 126 157]
  [104 129 160]
  ...
  [ 67  91 117]
  [ 48  78 106]
  [ 53  85 124]]]",1,319200,"(266, 400, 3)",3,RGB
r5309.jpg,"[[[157 229 254]
  [159 226 253]
  [162 223 252]
  ...
  [174 141 134]
  [167 153 153]
  [164 131 150]]

 [[157 229 254]
  [159 226 253]
  [162 223 252]
  ...
  [176 120 131]
  [172 132 130]
  [185 164 173]]

 [[157 229 253]
  [160 227 254]
  [163 224 253]
  ...
  [186 172 172]
  [159 147 135]
  [201 151 160]]

 ...

 [[236 232 229]
  [236 228 239]
  [239 232 239]
  ...
  [177 134 144]
  [176 132 159]
  [169 129 138]]

 [[238 229 232]
  [242 229 249]
  [249 233 246]
  ...
  [186 157 179]
  [156 128 151]
  [151 126 147]]

 [[235 241 239]
  [231 232 250]
  [234 233 241]
  ...
  [215 175 176]
  [216 179 163]
  [209 174 168]]]",1,480000,"(400, 400, 3)",3,RGB
r5768.jpg,"[[[232 230 231]
  [214 212 213]
  [224 222 223]
  ...
  [211 212 216]
  [210 211 215]
  [210 211 215]]

 [[228 226 227]
  [233 231 232]
  [224 222 223]
  ...
  [209 210 214]
  [208 209 213]
  [208 209 213]]

 [[209 207 208]
  [234 232 233]
  [226 224 225]
  ...
  [205 208 213]
  [204 207 212]
  [204 207 212]]

 ...

 [[192 195 202]
  [191 194 201]
  [189 192 199]
  ...
  [236 237 241]
  [235 236 240]
  [234 235 239]]

 [[192 195 202]
  [191 194 201]
  [190 193 200]
  ...
  [235 236 240]
  [234 235 239]
  [233 234 238]]

 [[190 193 200]
  [190 193 200]
  [191 194 201]
  ...
  [234 235 239]
  [233 234 238]
  [232 233 237]]]",1,295368,"(248, 397, 3)",3,RGB
r5251.jpg,"[[[ 39  68  66]
  [ 45  56  60]
  [ 51  71  70]
  ...
  [ 37  79 117]
  [ 46  89  95]
  [ 65 116 133]]

 [[ 80  85  89]
  [ 46  44  49]
  [ 28  34  34]
  ...
  [ 60  98 145]
  [ 32  38  50]
  [ 38  97 111]]

 [[ 53  72  68]
  [ 35  56  51]
  [ 30  34  33]
  ...
  [ 57  71  97]
  [ 60  65  87]
  [ 61  77  77]]

 ...

 [[189 200 186]
  [190 201 187]
  [190 202 188]
  ...
  [159 188 192]
  [151 191 190]
  [100  89  97]]

 [[197 205 192]
  [192 204 190]
  [188 205 189]
  ...
  [162 181 198]
  [149 179 189]
  [131 143 157]]

 [[197 205 192]
  [192 204 190]
  [188 205 189]
  ...
  [ 83 144 175]
  [ 85 157 181]
  [ 98 152 180]]]",1,319200,"(266, 400, 3)",3,RGB
r5984.jpg,"[[[213 216 223]
  [213 216 223]
  [213 216 223]
  ...
  [221 225 228]
  [221 225 228]
  [221 225 228]]

 [[213 216 223]
  [213 216 223]
  [213 216 223]
  ...
  [221 225 228]
  [221 225 228]
  [221 225 228]]

 [[213 216 223]
  [213 216 223]
  [213 216 223]
  ...
  [221 225 228]
  [221 225 228]
  [221 225 228]]

 ...

 [[211 211 211]
  [210 210 210]
  [208 208 208]
  ...
  [210 209 214]
  [210 209 214]
  [210 209 214]]

 [[217 217 217]
  [210 210 210]
  [205 205 205]
  ...
  [210 209 214]
  [210 209 214]
  [210 209 214]]

 [[225 225 225]
  [214 214 214]
  [204 204 204]
  ...
  [210 209 214]
  [210 209 214]
  [210 209 214]]]",1,15382314,"(1734, 2957, 3)",3,RGB
r6082.jpg,"[[[ 49 109 205]
  [ 49 109 205]
  [ 50 110 206]
  ...
  [ 51 106 197]
  [ 49 104 195]
  [ 47 102 193]]

 [[ 49 109 205]
  [ 49 109 205]
  [ 50 110 206]
  ...
  [ 52 107 198]
  [ 50 105 196]
  [ 49 104 195]]

 [[ 49 109 205]
  [ 49 109 205]
  [ 50 110 206]
  ...
  [ 54 109 200]
  [ 52 107 198]
  [ 52 107 198]]

 ...

 [[137 134 127]
  [136 129 123]
  [183 170 164]
  ...
  [ 61  50  44]
  [ 59  48  46]
  [ 76  65  63]]

 [[164 161 152]
  [157 150 142]
  [178 163 158]
  ...
  [ 56  47  40]
  [ 46  36  34]
  [ 63  53  51]]

 [[159 156 147]
  [161 154 146]
  [163 148 143]
  ...
  [ 63  54  47]
  [ 52  42  40]
  [ 68  58  56]]]",1,319200,"(266, 400, 3)",3,RGB
r5630.jpg,"[[[ 80 135 165]
  [ 92 138 171]
  [103 137 172]
  ...
  [143 161 185]
  [142 160 184]
  [122 140 164]]

 [[ 82 133 164]
  [ 87 132 165]
  [ 88 121 156]
  ...
  [141 159 183]
  [134 152 174]
  [123 141 163]]

 [[ 97 143 176]
  [ 89 129 164]
  [101 129 166]
  ...
  [153 171 193]
  [141 159 181]
  [142 160 182]]

 ...

 [[206 223 239]
  [206 223 239]
  [207 224 242]
  ...
  [208 224 247]
  [208 224 247]
  [208 224 247]]

 [[206 223 239]
  [206 223 239]
  [207 224 240]
  ...
  [208 224 247]
  [208 224 247]
  [208 224 247]]

 [[207 224 240]
  [206 223 239]
  [207 224 240]
  ...
  [209 225 248]
  [209 225 248]
  [209 225 248]]]",1,867840,"(452, 640, 3)",3,RGB
r5197.jpg,"[[[  9  76 131]
  [  7  74 129]
  [ 10  75 131]
  ...
  [  0  66 126]
  [  0  66 126]
  [  0  65 125]]

 [[  8  75 130]
  [  9  74 130]
  [ 12  77 133]
  ...
  [  0  66 126]
  [  0  66 126]
  [  0  66 126]]

 [[ 11  76 132]
  [ 11  76 132]
  [ 13  75 132]
  ...
  [  0  66 127]
  [  0  66 127]
  [  0  66 127]]

 ...

 [[178 180 193]
  [180 182 194]
  [181 183 195]
  ...
  [173 176 193]
  [172 175 192]
  [170 173 190]]

 [[182 182 194]
  [184 184 196]
  [186 186 198]
  ...
  [174 175 193]
  [171 174 191]
  [168 171 190]]

 [[187 187 199]
  [189 189 201]
  [196 194 205]
  ...
  [174 176 191]
  [168 171 190]
  [168 171 190]]]",1,318588,"(278, 382, 3)",3,RGB
r5146.jpg,"[[[146 149 142]
  [129 130 124]
  [121 122 117]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[182 182 182]
  [121 121 121]
  [166 166 166]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[205 204 209]
  [137 136 141]
  [116 115 121]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 60  61  65]
  [ 82  83  87]
  [ 95  96 100]
  ...
  [199 208 213]
  [206 213 219]
  [182 187 193]]

 [[ 81  71  79]
  [ 88 103 106]
  [ 92 103 109]
  ...
  [210 215 219]
  [209 214 217]
  [215 220 223]]

 [[ 76  66  74]
  [ 87 102 105]
  [ 96 107 113]
  ...
  [204 209 213]
  [201 206 209]
  [205 210 213]]]",1,319200,"(266, 400, 3)",3,RGB
r6053.jpg,"[[[  2 131 199]
  [  5 132 201]
  [  9 134 201]
  ...
  [  0 143 211]
  [  0 144 213]
  [  0 147 215]]

 [[  6 133 202]
  [  7 134 201]
  [ 12 135 203]
  ...
  [  0 140 209]
  [  0 142 210]
  [  0 144 211]]

 [[ 11 136 203]
  [ 13 136 203]
  [ 16 138 205]
  ...
  [  0 140 208]
  [  0 141 208]
  [  0 141 208]]

 ...

 [[221 221 223]
  [196 196 198]
  [237 237 239]
  ...
  [104 103 109]
  [ 81  80  86]
  [152 151 157]]

 [[224 224 226]
  [236 236 238]
  [235 235 237]
  ...
  [121 122 127]
  [174 175 180]
  [175 176 181]]

 [[227 227 229]
  [236 236 238]
  [239 239 241]
  ...
  [230 231 236]
  [239 240 245]
  [254 255 255]]]",1,319200,"(266, 400, 3)",3,RGB
r5280.jpg,"[[[ 95  99 111]
  [ 82  86  98]
  [ 72  78  90]
  ...
  [225 236 254]
  [225 236 254]
  [225 236 254]]

 [[ 94  98 110]
  [127 131 143]
  [183 189 201]
  ...
  [225 236 254]
  [225 236 254]
  [225 236 254]]

 [[151 155 167]
  [ 81  85  97]
  [183 189 201]
  ...
  [225 236 254]
  [225 236 254]
  [225 236 254]]

 ...

 [[  4   8  11]
  [ 40  44  47]
  [ 38  39  43]
  ...
  [175 174 182]
  [175 174 180]
  [178 177 183]]

 [[  7  11  14]
  [ 56  60  63]
  [ 15  16  20]
  ...
  [177 176 184]
  [173 172 178]
  [180 179 185]]

 [[ 79  83  86]
  [ 60  64  67]
  [  3   4   8]
  ...
  [175 174 182]
  [179 178 186]
  [184 183 191]]]",1,337200,"(281, 400, 3)",3,RGB
r5955.jpg,"[[[142 146 149]
  [181 182 186]
  [138 139 144]
  ...
  [139 140 142]
  [151 155 156]
  [156 160 161]]

 [[130 134 135]
  [168 169 173]
  [158 159 163]
  ...
  [168 169 173]
  [174 175 179]
  [173 174 178]]

 [[126 130 131]
  [156 157 161]
  [176 177 181]
  ...
  [174 173 179]
  [167 166 172]
  [157 156 162]]

 ...

 [[169 170 174]
  [187 188 193]
  [213 214 219]
  ...
  [200 182 198]
  [211 192 211]
  [225 206 225]]

 [[178 179 183]
  [192 193 198]
  [217 216 222]
  ...
  [209 192 208]
  [214 197 215]
  [219 202 220]]

 [[180 179 184]
  [192 191 197]
  [216 213 220]
  ...
  [202 190 204]
  [211 200 216]
  [224 213 229]]]",1,2098176,"(683, 1024, 3)",3,RGB
r5527.jpg,"[[[ 36  83 135]
  [ 36  83 135]
  [ 36  83 135]
  ...
  [ 41  81 130]
  [ 40  80 129]
  [ 39  79 128]]

 [[ 37  84 136]
  [ 37  84 136]
  [ 37  84 136]
  ...
  [ 41  81 130]
  [ 40  80 129]
  [ 39  79 128]]

 [[ 37  84 136]
  [ 37  84 136]
  [ 37  84 136]
  ...
  [ 41  81 130]
  [ 40  80 129]
  [ 39  79 128]]

 ...

 [[231 224 206]
  [231 224 206]
  [231 224 206]
  ...
  [ 15  31  44]
  [ 44  60  73]
  [ 44  60  73]]

 [[230 223 205]
  [230 223 205]
  [230 223 205]
  ...
  [ 23  39  52]
  [ 40  56  69]
  [ 46  62  75]]

 [[232 225 207]
  [232 225 207]
  [232 225 207]
  ...
  [ 37  53  66]
  [ 42  58  71]
  [ 42  58  71]]]",1,446400,"(372, 400, 3)",3,RGB
r5062.jpg,"[[[177 194 212]
  [177 194 212]
  [177 194 212]
  ...
  [192 208 224]
  [192 208 224]
  [192 208 224]]

 [[177 194 212]
  [177 194 212]
  [177 194 212]
  ...
  [192 208 224]
  [192 208 224]
  [192 208 224]]

 [[177 194 212]
  [177 194 212]
  [177 194 212]
  ...
  [192 208 224]
  [192 208 224]
  [192 208 224]]

 ...

 [[224 226 238]
  [226 228 240]
  [228 230 242]
  ...
  [215 227 239]
  [217 229 241]
  [215 227 239]]

 [[222 226 238]
  [227 231 243]
  [223 227 239]
  ...
  [213 225 237]
  [219 231 243]
  [215 227 239]]

 [[220 226 240]
  [225 231 245]
  [221 227 241]
  ...
  [211 223 235]
  [217 229 241]
  [213 225 237]]]",1,357600,"(298, 400, 3)",3,RGB
r4996.jpg,"[[[153 160 170]
  [169 176 186]
  [177 184 194]
  ...
  [139 165 200]
  [139 165 200]
  [139 165 200]]

 [[145 152 162]
  [132 139 149]
  [183 190 200]
  ...
  [139 165 200]
  [139 165 200]
  [139 165 200]]

 [[140 147 157]
  [136 143 153]
  [173 180 190]
  ...
  [140 166 201]
  [140 166 201]
  [140 166 201]]

 ...

 [[146 161 180]
  [141 156 175]
  [140 155 174]
  ...
  [178 187 204]
  [179 187 206]
  [180 189 206]]

 [[152 167 188]
  [148 163 184]
  [145 160 179]
  ...
  [181 188 204]
  [181 188 206]
  [175 182 198]]

 [[151 166 187]
  [148 163 184]
  [147 162 181]
  ...
  [193 200 216]
  [193 200 216]
  [187 194 210]]]",1,319200,"(266, 400, 3)",3,RGB
r5403.jpg,"[[[110 139 169]
  [110 141 172]
  [122 152 190]
  ...
  [153 185 223]
  [151 185 222]
  [151 185 222]]

 [[ 91 120 152]
  [ 90 120 154]
  [ 92 124 162]
  ...
  [151 185 222]
  [151 185 222]
  [151 185 222]]

 [[107 137 175]
  [116 148 186]
  [114 147 188]
  ...
  [151 185 223]
  [150 184 222]
  [149 184 222]]

 ...

 [[ 67  79  95]
  [ 77  88 106]
  [ 79  90 110]
  ...
  [ 99 142 195]
  [100 142 200]
  [ 99 141 199]]

 [[ 76  89 106]
  [ 67  80  97]
  [ 63  76  95]
  ...
  [ 99 142 195]
  [101 143 201]
  [ 99 144 203]]

 [[ 80  96 112]
  [ 69  85 101]
  [ 81  93 115]
  ...
  [100 143 198]
  [ 98 143 200]
  [ 99 144 203]]]",1,160500,"(214, 250, 3)",3,RGB
r5871.jpg,"[[[ 90 171 252]
  [ 90 171 252]
  [ 91 172 253]
  ...
  [119 183 245]
  [119 183 245]
  [119 183 245]]

 [[ 90 171 252]
  [ 90 171 252]
  [ 91 172 251]
  ...
  [119 183 245]
  [119 183 245]
  [119 183 245]]

 [[ 92 170 252]
  [ 93 172 251]
  [ 93 172 251]
  ...
  [119 183 245]
  [119 183 245]
  [119 183 245]]

 ...

 [[158 186 236]
  [158 186 236]
  [159 187 235]
  ...
  [ 16  20  65]
  [ 74 114 175]
  [ 98 171 240]]

 [[158 188 238]
  [158 188 238]
  [157 187 237]
  ...
  [  2  17  76]
  [ 61 104 173]
  [ 99 169 241]]

 [[159 189 241]
  [159 189 241]
  [158 188 238]
  ...
  [ 44  76 151]
  [ 81 127 204]
  [102 168 242]]]",1,316800,"(264, 400, 3)",3,RGB
r5375.jpg,"[[[ 66  81 122]
  [ 66  81 122]
  [ 66  81 122]
  ...
  [ 67  83 119]
  [ 67  83 119]
  [ 67  83 119]]

 [[ 66  81 122]
  [ 66  81 122]
  [ 66  81 122]
  ...
  [ 68  84 120]
  [ 68  84 120]
  [ 68  84 120]]

 [[ 66  81 122]
  [ 66  81 122]
  [ 66  81 122]
  ...
  [ 68  84 120]
  [ 68  84 120]
  [ 68  84 120]]

 ...

 [[150 146 143]
  [164 160 157]
  [177 173 170]
  ...
  [186 182 179]
  [177 173 170]
  [160 156 153]]

 [[157 153 150]
  [173 169 166]
  [181 177 174]
  ...
  [181 177 174]
  [161 157 154]
  [161 157 154]]

 [[157 153 150]
  [173 169 166]
  [181 177 174]
  ...
  [181 177 174]
  [161 157 154]
  [161 157 154]]]",1,319200,"(266, 400, 3)",3,RGB
r4947.jpg,"[[[155 197 255]
  [155 197 255]
  [155 197 255]
  ...
  [ 54 119 221]
  [ 54 119 221]
  [ 54 119 221]]

 [[155 197 255]
  [155 197 255]
  [154 196 254]
  ...
  [ 55 118 221]
  [ 55 118 221]
  [ 56 119 222]]

 [[154 196 254]
  [154 196 254]
  [154 196 254]
  ...
  [ 56 119 222]
  [ 56 119 222]
  [ 57 120 223]]

 ...

 [[ 12  32  67]
  [ 17  37  70]
  [ 11  34  65]
  ...
  [139 171 212]
  [ 94 126 167]
  [ 77 109 150]]

 [[ 21  32  54]
  [ 17  28  48]
  [ 14  26  40]
  ...
  [136 163 206]
  [127 155 195]
  [130 158 198]]

 [[ 12  23  45]
  [  9  20  40]
  [  7  19  33]
  ...
  [139 166 209]
  [132 160 200]
  [135 163 203]]]",1,319200,"(266, 400, 3)",3,RGB
r5714.jpg,"[[[206 206 206]
  [206 206 206]
  [205 205 205]
  ...
  [210 210 212]
  [210 210 212]
  [210 209 214]]

 [[206 206 206]
  [206 206 206]
  [205 205 205]
  ...
  [210 210 212]
  [210 210 212]
  [210 209 214]]

 [[205 205 205]
  [205 205 205]
  [204 204 204]
  ...
  [210 210 212]
  [210 210 212]
  [210 209 214]]

 ...

 [[205 201 202]
  [191 187 188]
  [195 193 194]
  ...
  [188 187 182]
  [188 187 182]
  [187 186 181]]

 [[197 193 194]
  [183 179 180]
  [189 187 188]
  ...
  [188 187 182]
  [188 187 182]
  [187 186 181]]

 [[190 186 187]
  [177 173 174]
  [184 182 183]
  ...
  [188 187 182]
  [188 187 182]
  [187 186 181]]]",1,299697,"(283, 353, 3)",3,RGB
r5929.jpg,"[[[ 31  72 160]
  [ 36  77 165]
  [ 42  84 170]
  ...
  [ 55  96 184]
  [ 52  93 181]
  [ 50  91 179]]

 [[ 34  75 163]
  [ 38  79 167]
  [ 43  85 171]
  ...
  [ 56  97 185]
  [ 53  94 182]
  [ 51  92 180]]

 [[ 37  79 165]
  [ 41  83 169]
  [ 46  86 173]
  ...
  [ 57  97 185]
  [ 54  95 183]
  [ 53  94 182]]

 ...

 [[136 141 183]
  [132 137 177]
  [123 125 164]
  ...
  [113 113 149]
  [102 101 141]
  [ 96  95 135]]

 [[124 129 171]
  [128 133 175]
  [135 137 178]
  ...
  [124 122 162]
  [116 113 158]
  [120 117 164]]

 [[113 118 160]
  [117 122 164]
  [130 132 173]
  ...
  [115 112 157]
  [112 109 156]
  [121 117 167]]]",1,360000,"(300, 400, 3)",3,RGB
r5010.jpg,"[[[124 139 170]
  [152 169 199]
  [151 172 199]
  ...
  [135 167 205]
  [106 132 159]
  [135 153 165]]

 [[111 126 157]
  [132 149 179]
  [127 148 175]
  ...
  [120 152 190]
  [ 92 118 145]
  [137 156 170]]

 [[118 135 163]
  [138 158 185]
  [138 159 186]
  ...
  [119 153 191]
  [ 91 118 147]
  [134 156 170]]

 ...

 [[  6   7   2]
  [ 45  46  40]
  [ 32  31  26]
  ...
  [ 25  26  28]
  [  3   4   6]
  [159 159 159]]

 [[ 38  37  33]
  [ 51  50  45]
  [ 37  34  29]
  ...
  [ 25  26  28]
  [  4   5   7]
  [159 159 159]]

 [[ 32  28  27]
  [ 40  36  33]
  [ 29  25  22]
  ...
  [ 29  30  32]
  [  6   7   9]
  [158 158 158]]]",1,327675,"(257, 425, 3)",3,RGB
r5471.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,416400,"(347, 400, 3)",3,RGB
r5803.jpg,"[[[ 69  90 135]
  [ 69  90 135]
  [ 68  89 136]
  ...
  [ 88 105 159]
  [ 88 105 159]
  [ 88 105 159]]

 [[ 70  91 136]
  [ 70  91 136]
  [ 70  91 138]
  ...
  [ 88 105 159]
  [ 88 105 159]
  [ 88 105 159]]

 [[ 71  92 139]
  [ 70  91 138]
  [ 72  90 138]
  ...
  [ 89 106 160]
  [ 89 106 160]
  [ 89 106 160]]

 ...

 [[149 153 188]
  [154 158 193]
  [153 156 189]
  ...
  [166 169 204]
  [161 164 199]
  [166 169 202]]

 [[149 152 187]
  [151 154 189]
  [149 149 183]
  ...
  [167 170 205]
  [165 168 203]
  [169 172 205]]

 [[152 155 190]
  [153 156 191]
  [151 151 185]
  ...
  [169 172 207]
  [172 175 210]
  [176 179 212]]]",1,182820,"(220, 277, 3)",3,RGB
r4935.jpg,"[[[205 233 254]
  [206 234 255]
  [210 235 255]
  ...
  [240 239 253]
  [240 239 253]
  [240 239 253]]

 [[206 234 255]
  [208 236 255]
  [209 236 255]
  ...
  [241 240 254]
  [241 240 254]
  [241 240 254]]

 [[207 236 254]
  [207 236 254]
  [208 235 255]
  ...
  [241 240 254]
  [241 240 254]
  [241 240 254]]

 ...

 [[149 180 255]
  [146 178 255]
  [162 195 255]
  ...
  [ 85  94 169]
  [ 58  63 129]
  [ 95  99 162]]

 [[150 179 255]
  [127 156 232]
  [149 182 251]
  ...
  [ 76  88 164]
  [ 60  67 137]
  [ 73  78 144]]

 [[150 179 255]
  [127 156 232]
  [152 185 254]
  ...
  [ 43  54 133]
  [ 87  94 166]
  [103 108 176]]]",1,296640,"(240, 412, 3)",3,RGB
r5307.jpg,"[[[ 57 107 180]
  [ 57 107 180]
  [ 58 108 181]
  ...
  [ 48  96 178]
  [ 47  95 177]
  [ 46  94 176]]

 [[ 56 106 179]
  [ 56 106 179]
  [ 57 107 180]
  ...
  [ 49  97 179]
  [ 48  96 178]
  [ 47  95 177]]

 [[ 56 104 178]
  [ 57 105 179]
  [ 58 106 180]
  ...
  [ 51  99 181]
  [ 50  98 180]
  [ 49  97 179]]

 ...

 [[ 49  33  33]
  [ 39  31  29]
  [ 55  55  55]
  ...
  [ 24  29  33]
  [ 20  28  31]
  [ 28  39  43]]

 [[ 63  65  62]
  [ 40  49  46]
  [ 97 116 114]
  ...
  [ 48  57  62]
  [ 19  30  34]
  [ 45  62  69]]

 [[150 152 151]
  [130 117 124]
  [132 109 119]
  ...
  [ 27  20  28]
  [ 32  50  52]
  [ 47  81  83]]]",1,648450,"(393, 550, 3)",3,RGB
r5766.jpg,"[[[ 29  60 127]
  [ 29  60 127]
  [ 29  60 127]
  ...
  [ 44  82 179]
  [ 46  82 178]
  [ 46  82 178]]

 [[ 29  60 127]
  [ 29  60 127]
  [ 29  60 127]
  ...
  [ 44  82 179]
  [ 46  82 178]
  [ 46  82 178]]

 [[ 29  60 127]
  [ 29  60 127]
  [ 29  60 127]
  ...
  [ 46  82 179]
  [ 46  82 179]
  [ 46  82 179]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",1,1165500,"(555, 700, 3)",3,RGB
r5199.jpg,"[[[ 56  94 141]
  [ 57  95 142]
  [ 58  96 143]
  ...
  [ 54  90 142]
  [ 53  89 141]
  [ 52  88 140]]

 [[ 58  96 143]
  [ 58  96 143]
  [ 60  98 145]
  ...
  [ 53  91 140]
  [ 53  90 142]
  [ 52  90 139]]

 [[ 60  98 145]
  [ 60  98 145]
  [ 61  99 146]
  ...
  [ 51  95 140]
  [ 50  94 141]
  [ 50  94 139]]

 ...

 [[192 196 197]
  [196 200 201]
  [202 206 207]
  ...
  [ 82  75  57]
  [ 74  67  49]
  [ 95  88  70]]

 [[194 198 199]
  [203 207 208]
  [200 204 205]
  ...
  [ 84  77  58]
  [118 111  92]
  [105  98  79]]

 [[205 209 210]
  [203 207 208]
  [208 212 213]
  ...
  [119 113  91]
  [116 110  88]
  [117 111  89]]]",1,171396,"(207, 276, 3)",3,RGB
r5148.jpg,"[[[168 132  82]
  [187 157 105]
  [196 173 119]
  ...
  [164 160 135]
  [124 130  94]
  [132 145 102]]

 [[139 120  78]
  [150 134  83]
  [151 137  76]
  ...
  [116 116  88]
  [131 132  98]
  [143 147 110]]

 [[ 86  84  61]
  [104 101  68]
  [143 137  85]
  ...
  [133 138 108]
  [155 154 124]
  [155 152 121]]

 ...

 [[155 163 176]
  [132 141 150]
  [ 83  92  97]
  ...
  [209 193 167]
  [221 215 183]
  [231 235 200]]

 [[151 158 166]
  [124 139 144]
  [108 115 125]
  ...
  [191 176 147]
  [226 222 193]
  [229 232 205]]

 [[126 133 141]
  [136 149 155]
  [150 157 167]
  ...
  [208 192 169]
  [238 234 209]
  [238 240 218]]]",1,319200,"(266, 400, 3)",3,RGB
r5529.jpg,"[[[199 214 247]
  [203 218 251]
  [205 220 253]
  ...
  [244 246 245]
  [244 246 245]
  [244 246 245]]

 [[200 215 248]
  [204 219 252]
  [206 221 254]
  ...
  [244 246 245]
  [244 246 245]
  [244 246 245]]

 [[200 215 248]
  [205 220 253]
  [207 222 255]
  ...
  [244 246 245]
  [244 246 245]
  [244 246 245]]

 ...

 [[  2  75 255]
  [  3  76 255]
  [  2  77 255]
  ...
  [111 140 242]
  [101 129 238]
  [ 95 125 235]]

 [[  0  73 253]
  [  1  74 254]
  [  1  76 255]
  ...
  [129 157 255]
  [117 144 251]
  [102 130 239]]

 [[  0  72 252]
  [  0  73 253]
  [  0  75 254]
  ...
  [142 168 255]
  [132 157 255]
  [110 137 244]]]",1,490500,"(327, 500, 3)",3,RGB
