Class,Images,path
fog,4424.jpg,/Users/lulu/Downloads/KDD/fogsmog/4424.jpg
fog,4425.jpg,/Users/lulu/Downloads/KDD/fogsmog/4425.jpg
fog,4426.jpg,/Users/lulu/Downloads/KDD/fogsmog/4426.jpg
fog,4427.jpg,/Users/lulu/Downloads/KDD/fogsmog/4427.jpg
fog,4428.jpg,/Users/lulu/Downloads/KDD/fogsmog/4428.jpg
fog,4429.jpg,/Users/lulu/Downloads/KDD/fogsmog/4429.jpg
fog,4430.jpg,/Users/lulu/Downloads/KDD/fogsmog/4430.jpg
fog,4431.jpg,/Users/lulu/Downloads/KDD/fogsmog/4431.jpg
fog,4432.jpg,/Users/lulu/Downloads/KDD/fogsmog/4432.jpg
fog,4433.jpg,/Users/lulu/Downloads/KDD/fogsmog/4433.jpg
fog,4434.jpg,/Users/lulu/Downloads/KDD/fogsmog/4434.jpg
fog,4435.jpg,/Users/lulu/Downloads/KDD/fogsmog/4435.jpg
fog,4436.jpg,/Users/lulu/Downloads/KDD/fogsmog/4436.jpg
fog,4437.jpg,/Users/lulu/Downloads/KDD/fogsmog/4437.jpg
fog,4438.jpg,/Users/lulu/Downloads/KDD/fogsmog/4438.jpg
fog,4439.jpg,/Users/lulu/Downloads/KDD/fogsmog/4439.jpg
fog,4440.jpg,/Users/lulu/Downloads/KDD/fogsmog/4440.jpg
fog,4441.jpg,/Users/lulu/Downloads/KDD/fogsmog/4441.jpg
fog,4442.jpg,/Users/lulu/Downloads/KDD/fogsmog/4442.jpg
fog,4443.jpg,/Users/lulu/Downloads/KDD/fogsmog/4443.jpg
fog,4444.jpg,/Users/lulu/Downloads/KDD/fogsmog/4444.jpg
fog,4445.jpg,/Users/lulu/Downloads/KDD/fogsmog/4445.jpg
fog,4446.jpg,/Users/lulu/Downloads/KDD/fogsmog/4446.jpg
fog,4447.jpg,/Users/lulu/Downloads/KDD/fogsmog/4447.jpg
fog,4448.jpg,/Users/lulu/Downloads/KDD/fogsmog/4448.jpg
fog,4449.jpg,/Users/lulu/Downloads/KDD/fogsmog/4449.jpg
fog,4450.jpg,/Users/lulu/Downloads/KDD/fogsmog/4450.jpg
fog,4451.jpg,/Users/lulu/Downloads/KDD/fogsmog/4451.jpg
fog,4452.jpg,/Users/lulu/Downloads/KDD/fogsmog/4452.jpg
fog,4453.jpg,/Users/lulu/Downloads/KDD/fogsmog/4453.jpg
fog,4454.jpg,/Users/lulu/Downloads/KDD/fogsmog/4454.jpg
fog,4455.jpg,/Users/lulu/Downloads/KDD/fogsmog/4455.jpg
fog,4456.jpg,/Users/lulu/Downloads/KDD/fogsmog/4456.jpg
fog,4457.jpg,/Users/lulu/Downloads/KDD/fogsmog/4457.jpg
fog,4458.jpg,/Users/lulu/Downloads/KDD/fogsmog/4458.jpg
fog,4459.jpg,/Users/lulu/Downloads/KDD/fogsmog/4459.jpg
fog,4460.jpg,/Users/lulu/Downloads/KDD/fogsmog/4460.jpg
fog,4461.jpg,/Users/lulu/Downloads/KDD/fogsmog/4461.jpg
fog,4462.jpg,/Users/lulu/Downloads/KDD/fogsmog/4462.jpg
fog,4463.jpg,/Users/lulu/Downloads/KDD/fogsmog/4463.jpg
fog,4464.jpg,/Users/lulu/Downloads/KDD/fogsmog/4464.jpg
fog,4465.jpg,/Users/lulu/Downloads/KDD/fogsmog/4465.jpg
fog,4466.jpg,/Users/lulu/Downloads/KDD/fogsmog/4466.jpg
fog,4467.jpg,/Users/lulu/Downloads/KDD/fogsmog/4467.jpg
fog,4468.jpg,/Users/lulu/Downloads/KDD/fogsmog/4468.jpg
fog,4469.jpg,/Users/lulu/Downloads/KDD/fogsmog/4469.jpg
fog,4470.jpg,/Users/lulu/Downloads/KDD/fogsmog/4470.jpg
fog,4471.jpg,/Users/lulu/Downloads/KDD/fogsmog/4471.jpg
fog,4472.jpg,/Users/lulu/Downloads/KDD/fogsmog/4472.jpg
fog,4473.jpg,/Users/lulu/Downloads/KDD/fogsmog/4473.jpg
fog,4474.jpg,/Users/lulu/Downloads/KDD/fogsmog/4474.jpg
fog,4475.jpg,/Users/lulu/Downloads/KDD/fogsmog/4475.jpg
fog,4476.jpg,/Users/lulu/Downloads/KDD/fogsmog/4476.jpg
fog,4477.jpg,/Users/lulu/Downloads/KDD/fogsmog/4477.jpg
fog,4478.jpg,/Users/lulu/Downloads/KDD/fogsmog/4478.jpg
fog,4479.jpg,/Users/lulu/Downloads/KDD/fogsmog/4479.jpg
fog,4480.jpg,/Users/lulu/Downloads/KDD/fogsmog/4480.jpg
fog,4481.jpg,/Users/lulu/Downloads/KDD/fogsmog/4481.jpg
fog,4482.jpg,/Users/lulu/Downloads/KDD/fogsmog/4482.jpg
fog,4483.jpg,/Users/lulu/Downloads/KDD/fogsmog/4483.jpg
fog,4484.jpg,/Users/lulu/Downloads/KDD/fogsmog/4484.jpg
fog,4485.jpg,/Users/lulu/Downloads/KDD/fogsmog/4485.jpg
fog,4486.jpg,/Users/lulu/Downloads/KDD/fogsmog/4486.jpg
fog,4487.jpg,/Users/lulu/Downloads/KDD/fogsmog/4487.jpg
fog,4488.jpg,/Users/lulu/Downloads/KDD/fogsmog/4488.jpg
fog,4489.jpg,/Users/lulu/Downloads/KDD/fogsmog/4489.jpg
fog,4490.jpg,/Users/lulu/Downloads/KDD/fogsmog/4490.jpg
fog,4491.jpg,/Users/lulu/Downloads/KDD/fogsmog/4491.jpg
fog,4492.jpg,/Users/lulu/Downloads/KDD/fogsmog/4492.jpg
fog,4493.jpg,/Users/lulu/Downloads/KDD/fogsmog/4493.jpg
fog,4494.jpg,/Users/lulu/Downloads/KDD/fogsmog/4494.jpg
fog,4495.jpg,/Users/lulu/Downloads/KDD/fogsmog/4495.jpg
fog,4496.jpg,/Users/lulu/Downloads/KDD/fogsmog/4496.jpg
fog,4497.jpg,/Users/lulu/Downloads/KDD/fogsmog/4497.jpg
fog,4498.jpg,/Users/lulu/Downloads/KDD/fogsmog/4498.jpg
fog,4499.jpg,/Users/lulu/Downloads/KDD/fogsmog/4499.jpg
fog,4500.jpg,/Users/lulu/Downloads/KDD/fogsmog/4500.jpg
fog,4501.jpg,/Users/lulu/Downloads/KDD/fogsmog/4501.jpg
fog,4502.jpg,/Users/lulu/Downloads/KDD/fogsmog/4502.jpg
fog,4503.jpg,/Users/lulu/Downloads/KDD/fogsmog/4503.jpg
fog,4504.jpg,/Users/lulu/Downloads/KDD/fogsmog/4504.jpg
fog,4505.jpg,/Users/lulu/Downloads/KDD/fogsmog/4505.jpg
fog,4506.jpg,/Users/lulu/Downloads/KDD/fogsmog/4506.jpg
fog,4507.jpg,/Users/lulu/Downloads/KDD/fogsmog/4507.jpg
fog,4508.jpg,/Users/lulu/Downloads/KDD/fogsmog/4508.jpg
fog,4509.jpg,/Users/lulu/Downloads/KDD/fogsmog/4509.jpg
fog,4510.jpg,/Users/lulu/Downloads/KDD/fogsmog/4510.jpg
fog,4511.jpg,/Users/lulu/Downloads/KDD/fogsmog/4511.jpg
fog,4512.jpg,/Users/lulu/Downloads/KDD/fogsmog/4512.jpg
fog,4513.jpg,/Users/lulu/Downloads/KDD/fogsmog/4513.jpg
fog,4514.jpg,/Users/lulu/Downloads/KDD/fogsmog/4514.jpg
fog,4515.jpg,/Users/lulu/Downloads/KDD/fogsmog/4515.jpg
fog,4516.jpg,/Users/lulu/Downloads/KDD/fogsmog/4516.jpg
fog,4517.jpg,/Users/lulu/Downloads/KDD/fogsmog/4517.jpg
fog,4518.jpg,/Users/lulu/Downloads/KDD/fogsmog/4518.jpg
fog,4519.jpg,/Users/lulu/Downloads/KDD/fogsmog/4519.jpg
fog,4520.jpg,/Users/lulu/Downloads/KDD/fogsmog/4520.jpg
fog,4521.jpg,/Users/lulu/Downloads/KDD/fogsmog/4521.jpg
fog,4522.jpg,/Users/lulu/Downloads/KDD/fogsmog/4522.jpg
fog,4523.jpg,/Users/lulu/Downloads/KDD/fogsmog/4523.jpg
fog,4524.jpg,/Users/lulu/Downloads/KDD/fogsmog/4524.jpg
fog,4525.jpg,/Users/lulu/Downloads/KDD/fogsmog/4525.jpg
fog,4526.jpg,/Users/lulu/Downloads/KDD/fogsmog/4526.jpg
fog,4527.jpg,/Users/lulu/Downloads/KDD/fogsmog/4527.jpg
fog,4528.jpg,/Users/lulu/Downloads/KDD/fogsmog/4528.jpg
fog,4529.jpg,/Users/lulu/Downloads/KDD/fogsmog/4529.jpg
fog,4530.jpg,/Users/lulu/Downloads/KDD/fogsmog/4530.jpg
fog,4531.jpg,/Users/lulu/Downloads/KDD/fogsmog/4531.jpg
fog,4532.jpg,/Users/lulu/Downloads/KDD/fogsmog/4532.jpg
fog,4533.jpg,/Users/lulu/Downloads/KDD/fogsmog/4533.jpg
fog,4534.jpg,/Users/lulu/Downloads/KDD/fogsmog/4534.jpg
fog,4535.jpg,/Users/lulu/Downloads/KDD/fogsmog/4535.jpg
fog,4536.jpg,/Users/lulu/Downloads/KDD/fogsmog/4536.jpg
fog,4537.jpg,/Users/lulu/Downloads/KDD/fogsmog/4537.jpg
fog,4538.jpg,/Users/lulu/Downloads/KDD/fogsmog/4538.jpg
fog,4539.jpg,/Users/lulu/Downloads/KDD/fogsmog/4539.jpg
fog,4540.jpg,/Users/lulu/Downloads/KDD/fogsmog/4540.jpg
fog,4541.jpg,/Users/lulu/Downloads/KDD/fogsmog/4541.jpg
fog,4542.jpg,/Users/lulu/Downloads/KDD/fogsmog/4542.jpg
fog,4543.jpg,/Users/lulu/Downloads/KDD/fogsmog/4543.jpg
fog,4544.jpg,/Users/lulu/Downloads/KDD/fogsmog/4544.jpg
fog,4545.jpg,/Users/lulu/Downloads/KDD/fogsmog/4545.jpg
fog,4546.jpg,/Users/lulu/Downloads/KDD/fogsmog/4546.jpg
fog,4547.jpg,/Users/lulu/Downloads/KDD/fogsmog/4547.jpg
fog,4548.jpg,/Users/lulu/Downloads/KDD/fogsmog/4548.jpg
fog,4549.jpg,/Users/lulu/Downloads/KDD/fogsmog/4549.jpg
fog,4550.jpg,/Users/lulu/Downloads/KDD/fogsmog/4550.jpg
fog,4551.jpg,/Users/lulu/Downloads/KDD/fogsmog/4551.jpg
fog,4552.jpg,/Users/lulu/Downloads/KDD/fogsmog/4552.jpg
fog,4553.jpg,/Users/lulu/Downloads/KDD/fogsmog/4553.jpg
fog,4554.jpg,/Users/lulu/Downloads/KDD/fogsmog/4554.jpg
fog,4555.jpg,/Users/lulu/Downloads/KDD/fogsmog/4555.jpg
fog,4556.jpg,/Users/lulu/Downloads/KDD/fogsmog/4556.jpg
fog,4557.jpg,/Users/lulu/Downloads/KDD/fogsmog/4557.jpg
fog,4558.jpg,/Users/lulu/Downloads/KDD/fogsmog/4558.jpg
fog,4559.jpg,/Users/lulu/Downloads/KDD/fogsmog/4559.jpg
fog,4560.jpg,/Users/lulu/Downloads/KDD/fogsmog/4560.jpg
fog,4561.jpg,/Users/lulu/Downloads/KDD/fogsmog/4561.jpg
fog,4562.jpg,/Users/lulu/Downloads/KDD/fogsmog/4562.jpg
fog,4563.jpg,/Users/lulu/Downloads/KDD/fogsmog/4563.jpg
fog,4564.jpg,/Users/lulu/Downloads/KDD/fogsmog/4564.jpg
fog,4565.jpg,/Users/lulu/Downloads/KDD/fogsmog/4565.jpg
fog,4566.jpg,/Users/lulu/Downloads/KDD/fogsmog/4566.jpg
fog,4567.jpg,/Users/lulu/Downloads/KDD/fogsmog/4567.jpg
fog,4568.jpg,/Users/lulu/Downloads/KDD/fogsmog/4568.jpg
fog,4569.jpg,/Users/lulu/Downloads/KDD/fogsmog/4569.jpg
fog,4570.jpg,/Users/lulu/Downloads/KDD/fogsmog/4570.jpg
fog,4571.jpg,/Users/lulu/Downloads/KDD/fogsmog/4571.jpg
fog,4572.jpg,/Users/lulu/Downloads/KDD/fogsmog/4572.jpg
fog,4573.jpg,/Users/lulu/Downloads/KDD/fogsmog/4573.jpg
fog,4574.jpg,/Users/lulu/Downloads/KDD/fogsmog/4574.jpg
fog,4575.jpg,/Users/lulu/Downloads/KDD/fogsmog/4575.jpg
fog,4576.jpg,/Users/lulu/Downloads/KDD/fogsmog/4576.jpg
fog,4577.jpg,/Users/lulu/Downloads/KDD/fogsmog/4577.jpg
fog,4578.jpg,/Users/lulu/Downloads/KDD/fogsmog/4578.jpg
fog,4579.jpg,/Users/lulu/Downloads/KDD/fogsmog/4579.jpg
fog,4580.jpg,/Users/lulu/Downloads/KDD/fogsmog/4580.jpg
fog,4581.jpg,/Users/lulu/Downloads/KDD/fogsmog/4581.jpg
fog,4582.jpg,/Users/lulu/Downloads/KDD/fogsmog/4582.jpg
fog,4583.jpg,/Users/lulu/Downloads/KDD/fogsmog/4583.jpg
fog,4584.jpg,/Users/lulu/Downloads/KDD/fogsmog/4584.jpg
fog,4585.jpg,/Users/lulu/Downloads/KDD/fogsmog/4585.jpg
fog,4586.jpg,/Users/lulu/Downloads/KDD/fogsmog/4586.jpg
fog,4587.jpg,/Users/lulu/Downloads/KDD/fogsmog/4587.jpg
fog,4588.jpg,/Users/lulu/Downloads/KDD/fogsmog/4588.jpg
fog,4589.jpg,/Users/lulu/Downloads/KDD/fogsmog/4589.jpg
fog,4590.jpg,/Users/lulu/Downloads/KDD/fogsmog/4590.jpg
fog,4591.jpg,/Users/lulu/Downloads/KDD/fogsmog/4591.jpg
fog,4592.jpg,/Users/lulu/Downloads/KDD/fogsmog/4592.jpg
fog,4593.jpg,/Users/lulu/Downloads/KDD/fogsmog/4593.jpg
fog,4594.jpg,/Users/lulu/Downloads/KDD/fogsmog/4594.jpg
fog,4595.jpg,/Users/lulu/Downloads/KDD/fogsmog/4595.jpg
fog,4596.jpg,/Users/lulu/Downloads/KDD/fogsmog/4596.jpg
fog,4597.jpg,/Users/lulu/Downloads/KDD/fogsmog/4597.jpg
fog,4598.jpg,/Users/lulu/Downloads/KDD/fogsmog/4598.jpg
fog,4599.jpg,/Users/lulu/Downloads/KDD/fogsmog/4599.jpg
fog,4600.jpg,/Users/lulu/Downloads/KDD/fogsmog/4600.jpg
fog,4601.jpg,/Users/lulu/Downloads/KDD/fogsmog/4601.jpg
fog,4602.jpg,/Users/lulu/Downloads/KDD/fogsmog/4602.jpg
fog,4603.jpg,/Users/lulu/Downloads/KDD/fogsmog/4603.jpg
fog,4604.jpg,/Users/lulu/Downloads/KDD/fogsmog/4604.jpg
fog,4605.jpg,/Users/lulu/Downloads/KDD/fogsmog/4605.jpg
fog,4606.jpg,/Users/lulu/Downloads/KDD/fogsmog/4606.jpg
fog,4607.jpg,/Users/lulu/Downloads/KDD/fogsmog/4607.jpg
fog,4608.jpg,/Users/lulu/Downloads/KDD/fogsmog/4608.jpg
fog,4609.jpg,/Users/lulu/Downloads/KDD/fogsmog/4609.jpg
fog,4610.jpg,/Users/lulu/Downloads/KDD/fogsmog/4610.jpg
fog,4611.jpg,/Users/lulu/Downloads/KDD/fogsmog/4611.jpg
fog,4612.jpg,/Users/lulu/Downloads/KDD/fogsmog/4612.jpg
fog,4613.jpg,/Users/lulu/Downloads/KDD/fogsmog/4613.jpg
fog,4614.jpg,/Users/lulu/Downloads/KDD/fogsmog/4614.jpg
fog,4615.jpg,/Users/lulu/Downloads/KDD/fogsmog/4615.jpg
fog,4616.jpg,/Users/lulu/Downloads/KDD/fogsmog/4616.jpg
fog,4617.jpg,/Users/lulu/Downloads/KDD/fogsmog/4617.jpg
fog,4618.jpg,/Users/lulu/Downloads/KDD/fogsmog/4618.jpg
fog,4619.jpg,/Users/lulu/Downloads/KDD/fogsmog/4619.jpg
fog,4620.jpg,/Users/lulu/Downloads/KDD/fogsmog/4620.jpg
fog,4621.jpg,/Users/lulu/Downloads/KDD/fogsmog/4621.jpg
fog,4622.jpg,/Users/lulu/Downloads/KDD/fogsmog/4622.jpg
fog,4623.jpg,/Users/lulu/Downloads/KDD/fogsmog/4623.jpg
fog,4624.jpg,/Users/lulu/Downloads/KDD/fogsmog/4624.jpg
fog,4625.jpg,/Users/lulu/Downloads/KDD/fogsmog/4625.jpg
fog,4626.jpg,/Users/lulu/Downloads/KDD/fogsmog/4626.jpg
fog,4627.jpg,/Users/lulu/Downloads/KDD/fogsmog/4627.jpg
fog,4628.jpg,/Users/lulu/Downloads/KDD/fogsmog/4628.jpg
fog,4629.jpg,/Users/lulu/Downloads/KDD/fogsmog/4629.jpg
fog,4630.jpg,/Users/lulu/Downloads/KDD/fogsmog/4630.jpg
fog,4631.jpg,/Users/lulu/Downloads/KDD/fogsmog/4631.jpg
fog,4632.jpg,/Users/lulu/Downloads/KDD/fogsmog/4632.jpg
fog,4633.jpg,/Users/lulu/Downloads/KDD/fogsmog/4633.jpg
fog,4634.jpg,/Users/lulu/Downloads/KDD/fogsmog/4634.jpg
fog,4635.jpg,/Users/lulu/Downloads/KDD/fogsmog/4635.jpg
fog,4636.jpg,/Users/lulu/Downloads/KDD/fogsmog/4636.jpg
fog,4637.jpg,/Users/lulu/Downloads/KDD/fogsmog/4637.jpg
fog,4638.jpg,/Users/lulu/Downloads/KDD/fogsmog/4638.jpg
fog,4639.jpg,/Users/lulu/Downloads/KDD/fogsmog/4639.jpg
fog,4640.jpg,/Users/lulu/Downloads/KDD/fogsmog/4640.jpg
fog,4641.jpg,/Users/lulu/Downloads/KDD/fogsmog/4641.jpg
fog,4642.jpg,/Users/lulu/Downloads/KDD/fogsmog/4642.jpg
fog,4643.jpg,/Users/lulu/Downloads/KDD/fogsmog/4643.jpg
fog,4644.jpg,/Users/lulu/Downloads/KDD/fogsmog/4644.jpg
fog,4645.jpg,/Users/lulu/Downloads/KDD/fogsmog/4645.jpg
fog,4646.jpg,/Users/lulu/Downloads/KDD/fogsmog/4646.jpg
fog,4647.jpg,/Users/lulu/Downloads/KDD/fogsmog/4647.jpg
fog,4648.jpg,/Users/lulu/Downloads/KDD/fogsmog/4648.jpg
fog,4649.jpg,/Users/lulu/Downloads/KDD/fogsmog/4649.jpg
fog,4650.jpg,/Users/lulu/Downloads/KDD/fogsmog/4650.jpg
fog,4651.jpg,/Users/lulu/Downloads/KDD/fogsmog/4651.jpg
fog,4652.jpg,/Users/lulu/Downloads/KDD/fogsmog/4652.jpg
fog,4653.jpg,/Users/lulu/Downloads/KDD/fogsmog/4653.jpg
fog,4654.jpg,/Users/lulu/Downloads/KDD/fogsmog/4654.jpg
fog,4655.jpg,/Users/lulu/Downloads/KDD/fogsmog/4655.jpg
fog,4656.jpg,/Users/lulu/Downloads/KDD/fogsmog/4656.jpg
fog,4657.jpg,/Users/lulu/Downloads/KDD/fogsmog/4657.jpg
fog,4658.jpg,/Users/lulu/Downloads/KDD/fogsmog/4658.jpg
fog,4659.jpg,/Users/lulu/Downloads/KDD/fogsmog/4659.jpg
fog,4660.jpg,/Users/lulu/Downloads/KDD/fogsmog/4660.jpg
fog,4661.jpg,/Users/lulu/Downloads/KDD/fogsmog/4661.jpg
fog,4662.jpg,/Users/lulu/Downloads/KDD/fogsmog/4662.jpg
fog,4663.jpg,/Users/lulu/Downloads/KDD/fogsmog/4663.jpg
fog,4664.jpg,/Users/lulu/Downloads/KDD/fogsmog/4664.jpg
fog,4665.jpg,/Users/lulu/Downloads/KDD/fogsmog/4665.jpg
fog,4666.jpg,/Users/lulu/Downloads/KDD/fogsmog/4666.jpg
fog,4667.jpg,/Users/lulu/Downloads/KDD/fogsmog/4667.jpg
fog,4668.jpg,/Users/lulu/Downloads/KDD/fogsmog/4668.jpg
fog,4669.jpg,/Users/lulu/Downloads/KDD/fogsmog/4669.jpg
fog,4670.jpg,/Users/lulu/Downloads/KDD/fogsmog/4670.jpg
fog,4671.jpg,/Users/lulu/Downloads/KDD/fogsmog/4671.jpg
fog,4672.jpg,/Users/lulu/Downloads/KDD/fogsmog/4672.jpg
fog,4673.jpg,/Users/lulu/Downloads/KDD/fogsmog/4673.jpg
fog,4674.jpg,/Users/lulu/Downloads/KDD/fogsmog/4674.jpg
fog,4675.jpg,/Users/lulu/Downloads/KDD/fogsmog/4675.jpg
fog,4676.jpg,/Users/lulu/Downloads/KDD/fogsmog/4676.jpg
fog,4677.jpg,/Users/lulu/Downloads/KDD/fogsmog/4677.jpg
fog,4678.jpg,/Users/lulu/Downloads/KDD/fogsmog/4678.jpg
fog,4679.jpg,/Users/lulu/Downloads/KDD/fogsmog/4679.jpg
fog,4680.jpg,/Users/lulu/Downloads/KDD/fogsmog/4680.jpg
fog,4681.jpg,/Users/lulu/Downloads/KDD/fogsmog/4681.jpg
fog,4682.jpg,/Users/lulu/Downloads/KDD/fogsmog/4682.jpg
fog,4683.jpg,/Users/lulu/Downloads/KDD/fogsmog/4683.jpg
fog,4684.jpg,/Users/lulu/Downloads/KDD/fogsmog/4684.jpg
fog,4685.jpg,/Users/lulu/Downloads/KDD/fogsmog/4685.jpg
fog,4686.jpg,/Users/lulu/Downloads/KDD/fogsmog/4686.jpg
fog,4687.jpg,/Users/lulu/Downloads/KDD/fogsmog/4687.jpg
fog,4688.jpg,/Users/lulu/Downloads/KDD/fogsmog/4688.jpg
fog,4689.jpg,/Users/lulu/Downloads/KDD/fogsmog/4689.jpg
fog,4690.jpg,/Users/lulu/Downloads/KDD/fogsmog/4690.jpg
fog,4691.jpg,/Users/lulu/Downloads/KDD/fogsmog/4691.jpg
fog,4692.jpg,/Users/lulu/Downloads/KDD/fogsmog/4692.jpg
fog,4693.jpg,/Users/lulu/Downloads/KDD/fogsmog/4693.jpg
fog,4694.jpg,/Users/lulu/Downloads/KDD/fogsmog/4694.jpg
fog,4695.jpg,/Users/lulu/Downloads/KDD/fogsmog/4695.jpg
fog,4696.jpg,/Users/lulu/Downloads/KDD/fogsmog/4696.jpg
fog,4697.jpg,/Users/lulu/Downloads/KDD/fogsmog/4697.jpg
fog,4698.jpg,/Users/lulu/Downloads/KDD/fogsmog/4698.jpg
fog,4699.jpg,/Users/lulu/Downloads/KDD/fogsmog/4699.jpg
fog,4700.jpg,/Users/lulu/Downloads/KDD/fogsmog/4700.jpg
fog,4701.jpg,/Users/lulu/Downloads/KDD/fogsmog/4701.jpg
fog,4702.jpg,/Users/lulu/Downloads/KDD/fogsmog/4702.jpg
fog,4703.jpg,/Users/lulu/Downloads/KDD/fogsmog/4703.jpg
fog,4704.jpg,/Users/lulu/Downloads/KDD/fogsmog/4704.jpg
fog,4705.jpg,/Users/lulu/Downloads/KDD/fogsmog/4705.jpg
fog,4706.jpg,/Users/lulu/Downloads/KDD/fogsmog/4706.jpg
fog,4707.jpg,/Users/lulu/Downloads/KDD/fogsmog/4707.jpg
fog,4708.jpg,/Users/lulu/Downloads/KDD/fogsmog/4708.jpg
fog,4709.jpg,/Users/lulu/Downloads/KDD/fogsmog/4709.jpg
fog,4710.jpg,/Users/lulu/Downloads/KDD/fogsmog/4710.jpg
fog,4711.jpg,/Users/lulu/Downloads/KDD/fogsmog/4711.jpg
fog,4712.jpg,/Users/lulu/Downloads/KDD/fogsmog/4712.jpg
fog,4713.jpg,/Users/lulu/Downloads/KDD/fogsmog/4713.jpg
fog,4714.jpg,/Users/lulu/Downloads/KDD/fogsmog/4714.jpg
fog,4715.jpg,/Users/lulu/Downloads/KDD/fogsmog/4715.jpg
fog,4716.jpg,/Users/lulu/Downloads/KDD/fogsmog/4716.jpg
fog,4717.jpg,/Users/lulu/Downloads/KDD/fogsmog/4717.jpg
fog,4718.jpg,/Users/lulu/Downloads/KDD/fogsmog/4718.jpg
fog,4719.jpg,/Users/lulu/Downloads/KDD/fogsmog/4719.jpg
fog,4720.jpg,/Users/lulu/Downloads/KDD/fogsmog/4720.jpg
fog,4721.jpg,/Users/lulu/Downloads/KDD/fogsmog/4721.jpg
fog,4722.jpg,/Users/lulu/Downloads/KDD/fogsmog/4722.jpg
fog,4723.jpg,/Users/lulu/Downloads/KDD/fogsmog/4723.jpg
fog,4724.jpg,/Users/lulu/Downloads/KDD/fogsmog/4724.jpg
fog,4725.jpg,/Users/lulu/Downloads/KDD/fogsmog/4725.jpg
fog,4726.jpg,/Users/lulu/Downloads/KDD/fogsmog/4726.jpg
fog,4727.jpg,/Users/lulu/Downloads/KDD/fogsmog/4727.jpg
fog,4728.jpg,/Users/lulu/Downloads/KDD/fogsmog/4728.jpg
fog,4729.jpg,/Users/lulu/Downloads/KDD/fogsmog/4729.jpg
fog,4730.jpg,/Users/lulu/Downloads/KDD/fogsmog/4730.jpg
fog,4731.jpg,/Users/lulu/Downloads/KDD/fogsmog/4731.jpg
fog,4732.jpg,/Users/lulu/Downloads/KDD/fogsmog/4732.jpg
fog,4733.jpg,/Users/lulu/Downloads/KDD/fogsmog/4733.jpg
fog,4734.jpg,/Users/lulu/Downloads/KDD/fogsmog/4734.jpg
fog,4735.jpg,/Users/lulu/Downloads/KDD/fogsmog/4735.jpg
fog,4736.jpg,/Users/lulu/Downloads/KDD/fogsmog/4736.jpg
fog,4737.jpg,/Users/lulu/Downloads/KDD/fogsmog/4737.jpg
fog,4738.jpg,/Users/lulu/Downloads/KDD/fogsmog/4738.jpg
fog,4739.jpg,/Users/lulu/Downloads/KDD/fogsmog/4739.jpg
fog,4740.jpg,/Users/lulu/Downloads/KDD/fogsmog/4740.jpg
fog,4741.jpg,/Users/lulu/Downloads/KDD/fogsmog/4741.jpg
fog,4742.jpg,/Users/lulu/Downloads/KDD/fogsmog/4742.jpg
fog,4743.jpg,/Users/lulu/Downloads/KDD/fogsmog/4743.jpg
fog,4744.jpg,/Users/lulu/Downloads/KDD/fogsmog/4744.jpg
fog,4745.jpg,/Users/lulu/Downloads/KDD/fogsmog/4745.jpg
fog,4746.jpg,/Users/lulu/Downloads/KDD/fogsmog/4746.jpg
fog,4747.jpg,/Users/lulu/Downloads/KDD/fogsmog/4747.jpg
fog,4748.jpg,/Users/lulu/Downloads/KDD/fogsmog/4748.jpg
fog,4749.jpg,/Users/lulu/Downloads/KDD/fogsmog/4749.jpg
fog,4750.jpg,/Users/lulu/Downloads/KDD/fogsmog/4750.jpg
fog,4751.jpg,/Users/lulu/Downloads/KDD/fogsmog/4751.jpg
fog,4752.jpg,/Users/lulu/Downloads/KDD/fogsmog/4752.jpg
fog,4753.jpg,/Users/lulu/Downloads/KDD/fogsmog/4753.jpg
fog,4754.jpg,/Users/lulu/Downloads/KDD/fogsmog/4754.jpg
fog,4755.jpg,/Users/lulu/Downloads/KDD/fogsmog/4755.jpg
fog,4756.jpg,/Users/lulu/Downloads/KDD/fogsmog/4756.jpg
fog,4757.jpg,/Users/lulu/Downloads/KDD/fogsmog/4757.jpg
fog,4758.jpg,/Users/lulu/Downloads/KDD/fogsmog/4758.jpg
fog,4759.jpg,/Users/lulu/Downloads/KDD/fogsmog/4759.jpg
fog,4760.jpg,/Users/lulu/Downloads/KDD/fogsmog/4760.jpg
fog,4761.jpg,/Users/lulu/Downloads/KDD/fogsmog/4761.jpg
fog,4762.jpg,/Users/lulu/Downloads/KDD/fogsmog/4762.jpg
fog,4763.jpg,/Users/lulu/Downloads/KDD/fogsmog/4763.jpg
fog,4764.jpg,/Users/lulu/Downloads/KDD/fogsmog/4764.jpg
fog,4765.jpg,/Users/lulu/Downloads/KDD/fogsmog/4765.jpg
fog,4766.jpg,/Users/lulu/Downloads/KDD/fogsmog/4766.jpg
fog,4767.jpg,/Users/lulu/Downloads/KDD/fogsmog/4767.jpg
fog,4768.jpg,/Users/lulu/Downloads/KDD/fogsmog/4768.jpg
fog,4769.jpg,/Users/lulu/Downloads/KDD/fogsmog/4769.jpg
fog,4770.jpg,/Users/lulu/Downloads/KDD/fogsmog/4770.jpg
fog,4771.jpg,/Users/lulu/Downloads/KDD/fogsmog/4771.jpg
fog,4772.jpg,/Users/lulu/Downloads/KDD/fogsmog/4772.jpg
